Intensity,Symmetry,Class
0.190664,-3.795937,5
0.227061,-4.651562,5
0.11477,-0.881313,1
0.250852,-0.661687,1
0.256508,-4.108625,5
0.371201,-5.631312,5
0.086098,-1.1035,1
0.278455,-4.615,5
0.323576,-5.043375,5
0.117906,-0.303625,1
0.162156,-0.852437,1
0.149656,-0.372812,1
0.121672,-0.3645,1
0.257863,-0.944125,1
0.106133,-0.24175,1
0.211939,-3.8865,5
0.204893,-4.570812,5
0.111797,-0.370812,1
0.371152,-5.088312,5
0.197031,-1.210687,1
0.110307,-0.309563,1
0.094186,-0.507812,1
0.376641,-5.605688,5
0.172828,-0.844375,1
0.282191,-4.966625,5
0.1406,-0.430375,1
0.130758,-0.411938,1
0.188236,-0.584125,1
0.170617,-0.85125,1
0.179686,-0.65175,1
0.196539,-0.488812,1
0.124949,-0.401187,1
0.116539,-0.91975,1
0.251559,-4.918375,5
0.254156,-5.34975,5
0.309188,-5.107,5
0.128186,-1.076688,1
0.180006,-2.755125,5
0.163455,-1.432313,1
0.151473,-0.878625,1
0.169266,-0.444,1
0.365605,-5.119625,5
0.380484,-5.484625,5
0.1534,-0.869062,1
0.120404,-0.27,1
0.3144,-5.468438,5
0.291191,-3.174313,5
0.188525,-0.725063,1
0.140184,-0.7805,1
0.115008,-0.240563,1
0.319148,-4.286437,5
0.158221,-0.76625,1
0.120508,-0.482187,1
0.186164,-0.32975,1
0.175273,-0.6795,1
0.107918,-0.749875,1
0.099896,-0.499875,1
0.174545,-1.047813,1
0.14049,-0.439437,1
0.112785,-1.221,1
0.102939,-0.392188,1
0.091979,-0.471438,1
0.120504,-0.563813,1
0.106885,-0.239125,1
0.242195,-1.26275,1
0.240219,-0.729187,1
0.098893,-0.695812,1
0.1154,-0.835625,1
0.146313,-0.552937,1
0.094371,-0.669875,1
0.101293,-0.3945,1
0.121535,-0.538125,1
0.166,-1.25175,1
0.138971,-0.458562,1
0.12326,-0.465438,1
0.132039,-0.352438,1
0.101691,-0.286687,1
0.096521,-0.790063,1
0.101447,-0.361938,1
0.074299,-1.033187,1
0.192268,-0.54525,1
0.120516,-0.619313,1
0.15202,-0.587562,1
0.144791,-0.779937,1
0.138178,-0.51925,1
0.111482,-0.46475,1
0.126926,-0.517687,1
0.122029,-0.50725,1
0.129934,-0.263125,1
0.07365,-1.004813,1
0.097088,-0.621687,1
0.089023,-0.503313,1
0.277484,-4.232625,5
0.226732,-4.512187,5
0.134328,-2.488,5
0.207125,-0.729938,1
0.139732,-0.744188,1
0.175301,-0.911438,1
0.110898,-0.203563,1
0.214805,-0.868812,1
0.134996,-0.769813,1
0.132221,-0.179,1
0.113242,-0.802375,1
0.166941,-0.925813,1
0.293016,-5.014,5
0.122643,-1.255875,1
0.118504,-0.650625,1
0.346139,-4.878,5
0.11933,-1.317,1
0.304826,-3.037937,5
0.325924,-4.158,5
0.273248,-4.746437,5
0.260391,-4.573875,5
0.237523,-3.9145,5
0.154508,-0.469438,1
0.156029,-0.551438,1
0.302916,-0.991625,1
0.315541,-1.501187,1
0.286375,-4.498375,5
0.17343,-3.435313,5
0.164244,-1.067375,1
0.141643,-1.277438,1
0.130127,-0.678188,1
0.094574,-0.393375,1
0.103838,-1.330188,1
0.097498,-1.346875,1
0.103555,-1.358375,1
0.266004,-5.95225,5
0.206504,-3.925687,5
0.101686,-0.243312,1
0.102145,-0.336938,1
0.096842,-0.350813,1
0.124799,-0.643312,1
0.197217,-0.725313,1
0.405453,-6.227437,5
0.161602,-0.482125,1
0.325818,-5.152188,5
0.139506,-0.953063,1
0.257488,-0.909062,1
0.213172,-0.331813,1
0.140393,-0.50475,1
0.236129,-4.33225,5
0.455957,-5.719625,5
0.153748,-1.035875,1
0.330375,-4.987438,5
0.401193,-7.326688,5
0.207891,-3.137188,5
0.216438,-0.528438,1
0.181207,-0.546937,1
0.156301,-1.555375,1
0.195141,-3.755813,5
0.219055,-3.870812,5
0.416176,-5.48325,5
0.163945,-1.220625,1
0.132393,-0.793188,1
0.208203,-0.500437,1
0.166637,-1.207188,1
0.199074,-0.9955,1
0.301209,-4.526063,5
0.356311,-5.519,5
0.307957,-6.183187,5
0.274666,-6.465438,5
0.325936,-5.206812,5
0.243221,-0.856313,1
0.106041,-0.318063,1
0.099924,-0.4315,1
0.118039,-0.451562,1
0.239477,-3.920313,5
0.113461,-0.996938,1
0.134795,-1.789813,1
0.087551,-0.7065,1
0.356287,-6.539625,5
0.185004,-0.453625,1
0.247586,-5.063187,5
0.199937,-3.966625,5
0.216715,-4.16775,5
0.505469,-2.978125,5
0.345443,-5.784688,5
0.341076,-5.24025,5
0.169873,-0.810937,1
0.263592,-5.003813,5
0.264293,-4.297438,5
0.348178,-5.007625,5
0.154773,-3.190562,5
0.207988,-4.590312,5
0.202971,-4.552812,5
0.162215,-3.839437,5
0.167379,-4.012875,5
0.265445,-4.936937,5
0.225326,-3.893438,5
0.18665,-1.145625,1
0.278393,-5.0685,5
0.393713,-5.3565,5
0.400342,-4.818688,5
0.218826,-0.899188,1
0.189902,-1.227375,1
0.131311,-0.839625,1
0.126516,-0.575875,1
0.174092,-0.651687,1
0.157166,-1.198625,1
0.135348,-0.567312,1
0.402891,-5.060812,5
0.181932,-4.0205,5
0.15393,-0.833688,1
0.299219,-5.048063,5
0.17749,-1.329187,1
0.192268,-0.76975,1
0.120949,-0.860062,1
0.175162,-0.640875,1
0.099725,-0.323875,1
0.134918,-0.665188,1
0.154365,-0.958688,1
0.126395,-1.29225,1
0.205594,-0.657125,1
0.208225,-0.753812,1
0.249373,-5.06975,5
0.213672,-5.067625,5
0.110645,-0.701125,1
0.300687,-3.833188,5
0.316457,-4.639312,5
0.213312,-0.990375,1
0.21134,-4.653,5
0.260281,-5.3745,5
0.362809,-5.724312,5
0.293113,-4.341437,5
0.222143,-4.20075,5
0.115568,-0.677562,1
0.117643,-0.402625,1
0.123283,-0.801562,1
0.276537,-4.945062,5
0.274363,-4.999875,5
0.180518,-0.445688,1
0.13882,-0.411375,1
0.095436,-0.3585,1
0.179836,-1.146625,1
0.100818,-0.357938,1
0.211488,-4.67825,5
0.257002,-5.4485,5
0.192301,-1.654062,1
0.150787,-0.769062,1
0.317109,-4.362063,5
0.107484,-0.903687,1
0.231467,-4.435062,5
0.14973,-0.452375,1
0.270301,-1.670187,1
0.222395,-4.231375,5
0.13665,-0.72075,1
0.238988,-4.7155,5
0.364787,-5.807938,5
0.298756,-5.5695,5
0.417924,-5.672813,5
0.286338,-6.145812,5
0.187645,-4.048125,5
0.258131,-3.672125,5
0.105529,-0.610375,1
0.319975,-4.764437,5
0.121227,-1.351938,1
0.104924,-0.918438,1
0.143404,-0.881938,1
0.317992,-3.949,5
0.134496,-0.810813,1
0.080568,-0.575125,1
0.092002,-0.715875,1
0.13868,-0.859,1
0.18249,-1.704875,1
0.144287,-0.579375,1
0.248049,-4.575563,5
0.140783,-1.13525,1
0.152717,-1.021187,1
0.225998,-4.295625,5
0.264451,-6.168188,5
0.200908,-3.641875,5
0.117342,-0.5135,1
0.126037,-0.642625,1
0.104164,-1.484687,1
0.147109,-0.22725,1
0.127199,-0.907188,1
0.152658,-3.229563,5
0.193664,-0.4765,1
0.161207,-0.412125,1
0.14617,-0.371688,1
0.28,-4.688438,5
0.127744,-1.200562,1
0.205232,-0.36,1
0.162348,-0.581,1
0.166588,-0.426438,1
0.112531,-0.847,1
0.119598,-0.602812,1
0.287299,-5.168375,5
0.200469,-2.5005,1
0.2479,-4.943313,5
0.171898,-0.508312,1
0.130271,-1.22175,1
0.090445,-1.3025,1
0.230381,-0.734625,1
0.243475,-0.585438,1
0.222217,-0.869938,1
0.153445,-0.935937,1
0.240752,-4.778562,5
0.331586,-4.553312,5
0.257191,-3.743625,5
0.127213,-1.030188,1
0.140486,-0.548125,1
0.142041,-0.929937,1
0.21409,-4.092437,5
0.342904,-4.523625,5
0.402637,-5.253188,5
0.205395,-4.332937,5
0.333982,-4.921625,5
0.143311,-0.568063,1
0.313041,-5.107625,5
0.27184,-5.110062,5
0.127596,-0.474438,1
0.114125,-0.343938,1
0.123154,-0.295812,1
0.124041,-1.078,1
0.274328,-1.215,1
0.094205,-0.482187,1
0.137926,-0.669875,1
0.175598,-1.279625,1
0.159543,-0.509563,1
0.162387,-0.719063,1
0.31008,-5.411625,5
0.362701,-5.643375,5
0.264461,-4.773,5
0.255971,-4.602625,5
0.09909,-0.584313,1
0.38399,-4.735,5
0.313164,-5.430125,5
0.311854,-4.982437,5
0.311242,-6.107312,5
0.133014,-0.365,1
0.149887,-0.694813,1
0.124965,-0.490625,1
0.293625,-4.611625,5
0.1729,-0.608812,1
0.327279,-5.032813,5
0.175801,-1.073937,1
0.304359,-6.94625,5
0.286254,-5.183375,5
0.185527,-0.451625,1
0.170611,-0.680187,1
0.122424,-0.682625,1
0.140895,-0.61575,1
0.226107,-1.341312,1
0.175729,-0.45175,1
0.306193,-5.593375,5
0.2345,-5.068062,5
0.184238,-4.029937,5
0.372973,-4.159813,5
0.36199,-5.078938,5
0.372756,-7.081375,5
0.353543,-7.085187,5
0.182607,-0.348375,1
0.138014,-0.549687,1
0.358957,-6.632125,5
0.116389,-0.381812,1
0.170063,-0.400938,1
0.277756,-1.43175,1
0.114189,-0.964063,1
0.419172,-5.483375,5
0.153113,-1.0805,1
0.068049,-0.315,5
0.156416,-0.9435,1
0.315824,-4.763312,5
0.194633,-4.043,5
0.158572,-0.69325,1
0.093871,-0.28325,1
0.089752,-0.562625,1
0.110332,-0.336313,1
0.16301,-0.52175,1
0.169869,-0.613688,1
0.195916,-0.486625,1
0.127199,-1.695062,1
0.093729,-0.86875,1
0.115396,-0.379,1
0.118252,-0.527125,1
0.413734,-5.745875,5
0.395127,-4.909063,5
0.41709,-7.111438,5
0.35916,-4.701812,5
0.320871,-5.274625,5
0.182492,-0.910438,1
0.177506,-0.623,1
0.126734,-0.627125,1
0.108125,-0.338375,1
0.15635,-0.458625,1
0.158193,-0.981875,1
0.191166,-1.706625,1
0.146813,-0.956875,1
0.20377,-0.638687,1
0.368377,-6.2575,5
0.131912,-0.392625,1
0.362762,-4.927313,5
0.154129,-0.297,1
0.109127,-1.035375,1
0.105816,-0.549937,1
0.406859,-5.104938,5
0.214859,-0.885625,1
0.28948,-5.2085,5
0.125221,-0.51525,1
0.357322,-6.646813,5
0.370346,-6.107938,5
0.186949,-1.42925,1
0.253391,-4.637125,5
0.204363,-0.445625,1
0.105125,-0.761312,1
0.195916,-3.318313,5
0.13683,-0.832937,1
0.12449,-0.435688,1
0.104949,-0.716063,1
0.105143,-0.224,1
0.351572,-1.658937,1
0.142191,-0.450813,1
0.144721,-0.649188,1
0.173336,-1.293813,1
0.129879,-0.588625,1
0.124479,-0.4695,1
0.322787,-6.053187,5
0.268105,-6.101125,5
0.166953,-0.54225,1
0.104582,-0.34025,1
0.365244,-5.671188,5
0.214648,-5.014437,5
0.133508,-0.791375,1
0.13017,-0.243812,1
0.120684,-0.45025,1
0.11573,-0.824438,1
0.10585,-0.267062,1
0.136855,-1.001688,1
0.284586,-6.063813,5
0.259242,-5.2435,5
0.26591,-3.618625,5
0.17308,-1.109312,1
0.236121,-4.897312,5
0.243758,-4.020937,5
0.320162,-4.016563,5
0.139033,-0.339813,1
0.140475,-0.329875,1
0.149158,-0.273562,1
0.11902,-0.52775,1
0.353691,-4.686375,5
0.154551,-0.787188,1
0.276965,-4.276688,5
0.27724,-3.912125,5
0.279283,-4.56025,5
0.13374,-0.63775,1
0.202346,-0.782375,1
0.168676,-0.666813,1
0.135203,-0.518125,1
0.286033,-5.704813,5
0.140959,-0.400125,1
0.484537,-3.700375,5
0.315486,-4.1495,5
0.158262,-0.267,1
0.165342,-0.540188,1
0.104898,-0.33525,1
0.268072,-5.360938,5
0.229424,-3.425187,5
0.100102,-0.370063,1
0.205727,-4.2385,5
0.244436,-3.539813,5
0.140582,-0.764375,1
0.098832,-0.55675,1
0.267406,-0.86625,1
0.120516,-0.269062,1
0.152191,-0.6,1
0.223668,-1.376313,1
0.187119,-2.3135,1
0.29265,-4.442625,5
0.163424,-1.017125,1
0.255961,-4.934375,5
0.272961,-5.079125,5
0.199475,-4.211938,5
0.367961,-5.66,5
0.355293,-4.68275,5
0.232881,-4.423813,5
0.195104,-1.217937,1
0.168846,-0.58225,1
0.276221,-0.91625,1
